Time slots ,Solar,Solar2
1865,0,42.734
1866,58,105.986
1867,0,38
1868,0,38
1869,0,38
1870,0,38
1871,0,38
1872,0,38
1873,0,38
1874,0,38
1875,0,38
1876,0,38
1877,0,38
1878,0,38
1879,260,89.826
1880,712,337.34
1881,877,614.018
1882,949,849.388
1883,986,1025.685
1884,37,441.302
1885,508,934.769
1886,994,1081.536
1887,975,939.816
1888,920,727.101
1889,821,468.224
1890,574,190.652
1891,0,38
1892,0,38
1893,0,38
1894,0,38
1895,0,38
1896,0,38
1897,0,38
1898,0,38
1899,0,38
1900,0,38
1901,0,38
1902,0,38
1903,286,93.296
1904,724,346.133
1905,889,628.103
1906,969,869.568
1907,1010,1049.861
1908,1003,1144.478
1909,1010,1164.86
1910,999,1096.644
1911,965,947.194
1912,904,732.578
1913,782,464.014
1914,504,185.571
1915,0,38
1916,0,38
1917,0,38
1918,0,38
1919,0,38
1920,0,38
1921,0,38
1922,0,38
1923,0,38
1924,0,38
1925,0,38
1926,0,38
1927,0,59.813
1928,361,261.351
1929,824,609.678
1930,911,850.157
1931,958,1024.647
1932,989,1129.171
1933,983,1142.613
1934,964,1073.339
1935,929,924.676
1936,872,715.35
1937,754,453.438
1938,480,181.003
1939,0,38
1940,0,38
1941,0,38
1942,0,38
1943,0,38
1944,0,38
1945,0,38
1946,0,38
1947,0,38
1948,0,38
1949,0,38
1950,0,38
1951,101,76.501
1952,318,258.947
1953,761,582.38
1954,776,788.721
1955,786,960.108
1956,52,490.296
1957,7,190.896
1958,10,219.699
1959,32,356.714
1960,292,491.567
1961,84,231.492
1962,114,121.012
1963,0,38
1964,0,38
1965,0,38
1966,0,38
1967,0,38
1968,0,38
1969,0,38
1970,0,38
1971,0,38
1972,0,38
1973,0,38
1974,0,38
1975,231,93.459
1976,672,343.579
1977,847,620.163
1978,933,856.997
1979,978,1034.109
1980,998,1133.168
1981,998,1147.695
1982,980,1076.856
1983,946,927.665
1984,625,621.101
1985,563,395.866
1986,119,122.83
1987,0,38
1988,0,38
1989,0,38
1990,0,38
1991,0,38
1992,0,38
1993,0,38
1994,0,38
1995,0,38
1996,0,38
1997,0,38
1998,0,38
1999,262,98.125
2000,663,345.241
2001,833,618.34
2002,910,854.859
2003,948,1024.745
2004,957,1120.936
2005,953,1133.746
2006,943,1066.138
2007,903,921.949
2008,751,660.925
2009,688,443.495
2010,277,149.427
2011,0,38
2012,0,38
2013,0,38
2014,0,38
2015,0,38
2016,0,38
2017,0,38
2018,0,38
2019,0,38
2020,0,38
2021,0,38
2022,0,38
2023,214,95.321
2024,613,341.931
2025,793,617.105
2026,883,855.125
2027,927,1032.448
2028,906,1117.887
2029,897,1130.246
2030,861,1054.124
2031,783,896.134
2032,778,701.329
2033,679,446.603
2034,375,175.606
2035,0,38
2036,0,38
2037,0,38
2038,0,38
2039,0,38
2040,0,38
2041,0,38
2042,0,38
2043,0,38
2044,0,38
2045,0,38
2046,0,38
2047,304,102.027
2048,689,352.198
2049,846,623.153
2050,919,853.921
2051,958,1028.281
2052,974,1127.243
2053,551,979.828
2054,472,871.673
2055,587,795.936
2056,587,611.856
2057,521,393.35
2058,559,192.338
2059,0,38
2060,0,38
2061,0,38
2062,0,38
2063,0,38
2064,0,38
2065,0,38
2066,0,38
2067,0,38
2068,0,38
2069,0,38
2070,0,38
2071,383,108.846
2072,747,366.718
2073,895,638.525
2074,964,873.986
2075,1000,1048.391
2076,993,1138.484
2077,998,1155.44
2078,986,1086.789
2079,944,935.598
2080,884,724.612
2081,767,461.748
2082,517,191.309
2083,0,38
2084,0,38
2085,0,38
2086,0,38
2087,0,38
2088,0,38
2089,0,38
2090,0,38
2091,0,38
2092,0,38
2093,0,38
2094,0,38
2095,345,109.745
2096,723,371.373
2097,882,649.564
2098,962,885.917
2099,1006,1063.811
2100,1019,1161.848
2101,1022,1176.786
2102,1008,1104.642
2103,986,956.421
2104,926,737.658
2105,826,475.576
2106,585,199.012
2107,0,38
2108,0,38
2109,0,38
2110,0,38
2111,0,38
2112,0,38
2113,0,38
2114,0,38
2115,0,38
2116,0,38
2117,0,38
2118,0,38
2119,372,113.655
2120,726,373.08
2121,887,649.037
2122,903,848.787
2123,842,995.263
2124,841,1091.661
2125,977,1151.792
2126,973,1082.814
2127,929,928.863
2128,876,718.32
2129,777,460.553
2130,592,197.572
2131,0,38
2132,0,38
2133,0,38
2134,0,38
2135,0,38
2136,0,38
2137,0,38
2138,0,38
2139,0,38
2140,0,38
2141,0,38
2142,0,38
2143,424,117.04
2144,761,379.039
2145,897,648.561
2146,955,877.604
2147,981,1045.085
2148,990,1136.543
2149,985,1146.737
2150,973,1075.791
2151,494,756.005
2152,557,600.972
2153,753,456.327
2154,601,200.791
2155,0,38
2156,0,38
2157,0,38
2158,0,38
2159,0,38
2160,0,38
2161,0,38
2162,0,38
2163,0,38
2164,0,38
2165,0,38
2166,0,38
2167,282,107.907
2168,507,324.885
2169,720,585.446
2170,978,893.743
2171,820,995.158
2172,500,961.205
2173,421,894.88
2174,698,981.015
2175,688,844.573
2176,680,646.463
2177,806,470.767
2178,64,119.417
2179,0,38
2180,0,38
2181,0,38
2182,0,38
2183,0,38
2184,0,38
2185,0,38
2186,0,38
2187,0,38
2188,0,38
2189,0,38
2190,0,38
2191,443,123.138
2192,748,379.95
2193,887,651.245
2194,951,878.791
2195,975,1045.357
2196,996,1141.105
2197,1004,1156.209
2198,1002,1088.743
2199,606,808.455
2200,348,526.946
2201,530,398.071
2202,569,196.524
2203,0,38
2204,0,38
2205,0,38
2206,0,38
2207,0,38
2208,0,38
2209,0,38
2210,0,38
2211,0,38
2212,0,38
2213,0,38
2214,0,38
2215,421,124.676
2216,766,388.119
2217,912,663.807
2218,984,901.595
2219,1020,1074.761
2220,1036,1172.875
2221,1037,1185.317
2222,1027,1114.575
2223,993,961.616
2224,936,742.86
2225,834,480.504
2226,613,204.7
2227,0,38
2228,0,38
2229,0,38
2230,0,38
2231,0,38
2232,0,38
2233,0,38
2234,0,38
2235,0,38
2236,0,38
2237,0,38
2238,0,38
2239,441,128.951
2240,735,385.489
2241,862,650.48
2242,926,875.024
2243,951,1039.42
2244,986,1139.19
2245,775,1091.556
2246,682,986.731
2247,590,809.194
2248,530,594.7
2249,302,333.749
2250,0,98.765
2251,0,38
2252,0,38
2253,0,38
2254,0,38
2255,0,38
2256,0,38
2257,0,38
2258,0,38
2259,0,38
2260,0,38
2261,0,38
2262,0,38
2263,328,121.642
2264,776,378.36
2265,856,647.491
2266,493,712.028
2267,581,916.184
2268,599,1015.519
2269,1008,1160.554
2270,996,1089.023
2271,954,936.968
2272,412,556.135
2273,784,465.799
2274,548,197.164
2275,0,38
2276,0,38
2277,0,38
2278,0,38
2279,0,38
2280,0,38
2281,0,38
2282,0,38
2283,0,38
2284,0,38
2285,0,38
2286,0,38
2287,307,122.733
2288,710,383.521
2289,851,648.164
2290,923,873.339
2291,967,1043.57
2292,985,1136.473
2293,987,1149.454
2294,72,526.677
2295,935,928.614
2296,144,423.023
2297,6,171.708
2298,0,43.674
2299,0,38
2300,0,38
2301,0,38
2302,0,38
2303,0,38
2304,0,38
2305,0,38
2306,0,38
2307,0,38
2308,0,38
2309,0,38
2310,0,38
2311,502,138.507
2312,788,400.844
2313,912,667.478
2314,979,898.323
2315,1015,1068.396
2316,1031,1162.547
2317,1035,1175.513
2318,1025,1103.78
2319,1002,956.14
2320,952,741.107
2321,859,481.288
2322,648,208.514
2323,0,38
2324,0,38
2325,0,38
2326,0,38
2327,0,38
2328,0,38
2329,0,38
2330,0,38
2331,0,38
2332,0,38
2333,0,38
2334,0,38
2335,544,144.683
2336,807,407.482
2337,917,671.012
2338,972,896.329
2339,1002,1062.809
2340,1011,1151.869
2341,1013,1163.398
2342,1001,1090.812
2343,952,935.035
2344,898,721.711
2345,794,465.495
2346,579,200.69
2347,0,38
2348,0,38
2349,0,38
2350,0,38
2351,0,38
2352,0,38
2353,0,38
2354,0,38
2355,0,38
2356,0,38
2357,0,38
2358,0,38
2359,498,144.208
2360,772,404.239
2361,892,669.698
2362,951,894.829
2363,985,1061.82
2364,1013,1158.621
2365,1015,1169.845
2366,1001,1097.126
2367,971,947.339
2368,916,733.154
2369,815,475.392
2370,373,172.192
2371,0,38
2372,0,38
2373,0,38
2374,0,38
2375,0,38
2376,0,38
2377,0,38
2378,0,38
2379,0,38
2380,0,38
2381,0,38
2382,0,38
2383,267,129.712
2384,450,342.219
2385,332,483.901
2386,419,682.4
2387,458,854.289
2388,973,1157.699
2389,992,1174.015
2390,1011,1111.717
2391,527,785.867
2392,949,748.05
2393,854,486.894
2394,647,212.118
2395,0,38
2396,0,38
2397,0,38
2398,0,38
2399,0,38
2400,0,38
2401,0,38
2402,0,38
2403,0,38
2404,0,38
2405,0,38
2406,0,38
2407,444,149.041
2408,713,403.803
2409,834,663.531
2410,902,888.374
2411,942,1047.714
2412,506,984.347
2413,672,1058.692
2414,148,635.435
2415,41,398.898
2416,153,429.207
2417,626,416.61
2418,282,163.375
2419,0,38
2420,0,38
2421,0,38
2422,0,38
2423,0,38
2424,0,38
2425,0,38
2426,0,38
2427,0,38
2428,0,38
2429,0,38
2430,0,38
2431,173,117.683
2432,235,281.947
2433,402,514.608
2434,614,783.883
2435,510,898.208
2436,361,854.532
2437,214,754.557
2438,336,796.407
2439,424,727.528
2440,96,381.168
2441,230,318.556
2442,251,159.263
2443,0,38
2444,0,38
2445,0,38
2446,0,38
2447,0,38
2448,0,38
2449,0,38
2450,0,38
2451,0,38
2452,0,38
2453,0,38
2454,0,38
2455,521,154.616
2456,776,412.729
2457,890,675.084
2458,949,896.727
2459,982,1061.145
2460,1000,1152.713
2461,1001,1161.626
2462,987,1087.805
2463,957,938.155
2464,904,725.508
2465,808,471.611
2466,597,206.58
2467,0,38
2468,0,38
2469,0,38
2470,0,38
2471,0,38
2472,0,38
2473,0,38
2474,0,38
2475,0,38
2476,0,38
2477,0,38
2478,0,38
2479,348,137.469
2480,760,415.065
2481,892,680.7
2482,961,907.2
2483,997,1072.497
2484,1011,1163.946
2485,1013,1173.647
2486,999,1099.963
2487,961,947.374
2488,907,735.346
2489,812,477.213
2490,616,211.091
2491,0,38
2492,0,38
2493,0,38
2494,0,38
2495,0,38
2496,0,38
2497,0,38
2498,0,38
2499,0,38
2500,0,38
2501,0,38
2502,0,38
2503,564,163.823
2504,808,427.854
2505,919,691.637
2506,977,916.659
2507,1010,1081.979
2508,1022,1172.034
2509,1023,1180.526
2510,1006,1105.316
2511,954,949.551
2512,721,663.788
2513,774,474.457
2514,283,166.864
2515,0,38
2516,0,38
2517,0,38
2518,0,38
2519,0,38
2520,0,38
2521,0,38
2522,0,38
2523,0,38
2524,0,38
2525,0,38
2526,0,38
2527,542,163.755
2528,791,425.694
2529,905,688.475
2530,965,912.257
2531,998,1076.692
2532,1018,1168.298
2533,1018,1175.49
2534,1005,1101.047
2535,983,952.417
2536,932,738.697
2537,839,481.353
2538,642,212.966
2539,0,38
2540,0,38
2541,0,38
2542,0,38
2543,0,38
2544,0,38
2545,0,38
2546,0,38
2547,0,38
2548,0,38
2549,0,38
2550,0,38
2551,510,162.109
2552,756,415.398
2553,869,672.29
2554,929,888.74
2555,962,1048.118
2556,976,1135.008
2557,981,1143.59
2558,972,1072.88
2559,934,922.287
2560,883,716.838
2561,787,464.863
2562,586,206.2
2563,0,38
2564,0,38
2565,0,38
2566,0,38
2567,0,38
2568,0,38
2569,0,38
2570,0,38
2571,0,38
2572,0,38
2573,0,38
2574,0,38
2575,277,139.107
2576,576,373.626
2577,525,565.85
2578,530,760.907
2579,214,693.579
2580,444,952.908
2581,592,1035.969
2582,443,884.293
2583,477,761.299
2584,536,603.821
2585,52,233.345
2586,0,106.95
2587,0,38
2588,0,38
2589,0,38
2590,0,38
2591,0,38
2592,0,38
2593,0,38
2594,0,38
2595,0,38
2596,0,38
2597,0,38
2598,0,38
2599,0,60.735
2600,167,272.364
2601,165,418.458
2602,545,770.028
2603,16,311.599
2604,22,387.249
2605,364,868.027
2606,437,872.601
2607,121,529.964
2608,0,84.558
2609,0,56.958
2610,0,66.431
2611,0,38
2612,0,38
2613,0,38
2614,0,38
2615,0,38
2616,0,38
2617,0,38
2618,0,38
2619,0,38
2620,0,38
2621,0,38
2622,0,38
2623,421,163.111
2624,669,404.056
2625,800,653.432
2626,873,868.437
2627,914,1021.276
2628,930,1105.804
2629,934,1112.464
2630,923,1042.315
2631,909,901.827
2632,862,701.302
2633,772,455.861
2634,587,204.345
2635,82,44.932
2636,0,38
2637,0,38
2638,0,38
2639,0,38
2640,0,38
2641,0,38
2642,0,38
2643,0,38
2644,0,38
2645,0,38
2646,0,38
2647,540,170.485
2648,756,419.034
2649,862,669.865
2650,916,880.226
2651,945,1034.933
2652,968,1122.177
2653,968,1127.865
2654,955,1056.72
2655,900,904.287
2656,844,701.745
2657,743,454.79
2658,542,203.538
2659,58,45.564
2660,0,38
2661,0,38
2662,0,38
2663,0,38
2664,0,38
2665,0,38
2666,0,38
2667,0,38
2668,0,38
2669,0,38
2670,0,38
2671,547,172.514
2672,761,422.087
2673,865,671.546
2674,918,882.409
2675,945,1035.193
2676,956,1117.375
2677,949,1119.861
2678,928,1044.272
2679,0,126.593
2680,332,533.707
2681,241,328.673
2682,485,202.328
2683,0,48.413
2684,0,38
2685,0,38
2686,0,38
2687,0,38
2688,0,38
2689,0,38
2690,0,38
2691,0,38
2692,0,38
2693,0,38
2694,0,38
2695,296,150.034
2696,406,349.617
2697,869,673.516
2698,930,900.692
2699,963,1058.21
2700,981,1144.215
2701,980,1148.53
2702,966,1072.462
2703,939,924.265
2704,886,716.88
2705,787,465.924
2706,586,209.035
2707,68,47.11
2708,0,38
2709,0,38
2710,0,38
2711,0,38
2712,0,38
2713,0,38
2714,0,38
2715,0,38
2716,0,38
2717,0,38
2718,0,38
2719,597,185.208
2720,805,444.766
2721,902,701.223
2722,957,918.671
2723,988,1078.493
2724,1003,1163.963
2725,1004,1169.154
2726,990,1092.56
2727,945,937.936
2728,890,727.38
2729,792,473.967
2730,601,213.878
2731,93,47.894
2732,0,38
2733,0,38
2734,0,38
2735,0,38
2736,0,38
2737,0,38
2738,0,38
2739,0,38
2740,0,38
2741,0,38
2742,0,38
2743,597,184.232
2744,809,443.36
2745,910,698.476
2746,958,914.839
2747,671,977.718
2748,993,1150.815
2749,733,1072.321
2750,683,996.538
2751,518,792.424
2752,507,597.391
2753,340,360.048
2754,362,182.132
2755,0,51.261
2756,0,38
2757,0,38
2758,0,38
2759,0,38
2760,0,38
2761,0,38
2762,0,38
2763,0,38
2764,0,38
2765,0,38
2766,0,38
2767,0,104.779
2768,362,343.289
2769,367,528.773
2770,928,902.482
2771,952,1053.479
2772,954,1131.028
2773,757,1099.779
2774,274,766.932
2775,473,757.111
2776,308,526.738
2777,434,386.473
2778,433,190.368
2779,0,52.211
2780,0,38
2781,0,38
2782,0,38
2783,0,38
2784,0,38
2785,0,38
2786,0,38
2787,0,38
2788,0,38
2789,0,38
2790,0,38
2791,565,185.62
2792,787,439.375
2793,888,689.322
2794,935,900.322
2795,968,1054.14
2796,986,1139.397
2797,984,1144.031
2798,965,1068.831
2799,896,914.672
2800,603,631.851
2801,746,461.151
2802,553,210.597
2803,89,50.226
2804,0,38
2805,0,38
2806,0,38
2807,0,38
2808,0,38
2809,0,38
2810,0,38
2811,0,38
2812,0,38
2813,0,38
2814,0,38
2815,623,190.28
2816,810,444.54
2817,909,696.946
2818,960,909.412
2819,988,1064.526
2820,1006,1149.869
2821,1005,1154.407
2822,988,1077.715
2823,949,926.408
2824,898,718.599
2825,807,470.994
2826,630,215.857
2827,155,49.666
2828,0,38
2829,0,38
2830,0,38
2831,0,38
2832,0,38
2833,0,38
2834,0,38
2835,0,38
2836,0,38
2837,0,38
2838,0,38
2839,666,199.638
2840,848,460.864
2841,937,717.061
2842,987,935.445
2843,1015,1093.669
2844,1031,1178.581
2845,1033,1183.992
2846,1024,1107.939
2847,1004,958.639
2848,963,746.971
2849,883,492.789
2850,718,227.395
2851,236,49.676
2852,0,38
2853,0,38
2854,0,38
2855,0,38
2856,0,38
2857,0,38
2858,0,38
2859,0,38
2860,0,38
2861,0,38
2862,122,44.956
2863,656,197.879
2864,837,454.185
2865,923,704.847
2866,970,916.97
2867,995,1069.955
2868,1000,1148.467
2869,1000,1151.633
2870,988,1075.777
2871,905,913.861
2872,850,709.991
2873,757,464.582
2874,605,216.077
2875,137,51.801
2876,0,38
2877,0,38
2878,0,38
2879,0,38
2880,0,38
2881,0,38
2882,0,38
2883,0,38
2884,0,38
2885,0,38
2886,46,48.329
2887,521,189.839
2888,726,433.707
2889,835,680.052
2890,897,888.033
2891,430,865.686
2892,939,1117.66
2893,938,1119.501
2894,922,1044.768
2895,855,895.715
2896,795,692.341
2897,690,451.429
2898,491,210.449
2899,77,54.103
2900,0,38
2901,0,38
2902,0,38
2903,0,38
2904,0,38
2905,0,38
2906,0,38
2907,0,38
2908,0,38
2909,0,38
2910,71,47.901
2911,554,194.207
2912,756,440.486
2913,861,686.561
2914,923,894.95
2915,958,1047.658
2916,979,1130.98
2917,982,1135.803
2918,972,1062.907
2919,939,916.678
2920,892,713.811
2921,810,471.108
2922,643,218.933
2923,197,52.149
2924,0,38
2925,0,38
2926,0,38
2927,0,38
2928,0,38
2929,0,38
2930,0,38
2931,0,38
2932,0,38
2933,0,38
2934,96,47.9
2935,567,195.175
2936,756,440.103
2937,851,683.722
2938,905,888.673
2939,934,1036.32
2940,965,1121.741
2941,966,1125.429
2942,955,1052.603
2943,18,311.239
2944,827,698.44
2945,719,455.921
2946,519,213.201
2947,104,53.34
2948,0,38
2949,0,38
2950,0,38
2951,0,38
2952,0,38
2953,0,38
2954,0,38
2955,0,38
2956,0,38
2957,0,38
2958,88,48.67
2959,550,195.713
2960,746,438.676
2961,848,683.178
2962,907,889.337
2963,942,1040.528
2964,994,1132.939
2965,997,1137.583
2966,988,1066.717
2967,947,917.361
2968,903,716.457
2969,821,473.858
2970,655,221.661
2971,219,52.97
2972,0,38
2973,0,38
2974,0,38
2975,0,38
2976,0,38
2977,0,38
2978,0,38
2979,0,38
2980,0,38
2981,0,38
2982,99,49.451
2983,539,196.271
2984,719,435.935
2985,803,673.33
2986,314,670.698
2987,198,694.762
2988,902,1093.064
2989,516,984.979
2990,407,850.359
2991,851,885.702
2992,805,688.834
2993,719,452.893
2994,545,213.753
2995,147,54.133
2996,0,38
2997,0,38
2998,0,38
2999,0,38
3000,0,38
3001,0,38
3002,0,38
3003,0,38
3004,0,38
3005,0,38
3006,173,48.854
3007,635,202.286
3008,808,452.254
3009,899,697.403
3010,953,907.095
3011,985,1060.724
3012,996,1140.182
3013,996,1143.696
3014,983,1068.214
3015,951,921.92
3016,901,717.852
3017,584,425.81
3018,458,206.031
3019,221,53.784
3020,0,38
3021,0,38
3022,0,38
3023,0,38
3024,0,38
3025,0,38
3026,0,38
3027,0,38
3028,0,38
3029,0,38
3030,176,50.519
3031,650,207.476
3032,830,462.872
3033,922,712.101
3034,974,923.928
3035,1003,1077.141
3036,1019,1159.528
3037,1020,1163.01
3038,1010,1088.895
3039,988,942.545
3040,943,735.628
3041,865,488.014
3042,706,231.882
3043,277,54.673
3044,0,38
3045,0,38
3046,0,38
3047,0,38
3048,0,38
3049,0,38
3050,0,38
3051,0,38
3052,0,38
3053,0,38
3054,206,50.497
3055,668,208.868
3056,833,459.574
3057,913,702.628
3058,956,907.379
3059,980,1055.508
3060,989,1132.299
3061,990,1135.644
3062,980,1062.407
3063,949,917.563
3064,899,714.269
3065,815,473.502
3066,653,223.207
3067,245,54.614
3068,0,38
3069,0,38
3070,0,38
3071,0,38
3072,0,38
3073,0,38
3074,0,38
3075,0,38
3076,0,38
3077,0,38
3078,226,50.472
3079,673,208.397
3080,839,458.042
3081,920,701.121
3082,964,905.539
3083,989,1053.33
3084,1001,1132.566
3085,999,1133.923
3086,985,1060.493
3087,966,918.847
3088,918,716.265
3089,834,474.81
3090,669,225.187
3091,257,54.579
3092,0,38
3093,0,38
3094,0,38
3095,0,38
3096,0,38
3097,0,38
3098,0,38
3099,0,38
3100,0,38
3101,0,38
3102,232,51.301
3103,673,211.877
3104,839,462.881
3105,922,707.593
3106,969,914.532
3107,995,1064.658
3108,1006,1143.113
3109,1007,1146.404
3110,997,1073.258
3111,974,930.143
3112,931,726.559
3113,855,484.041
3114,702,231.099
3115,301,55.465
3116,0,38
3117,0,38
3118,0,38
3119,0,38
3120,0,38
3121,0,38
3122,0,38
3123,0,38
3124,0,38
3125,0,38
3126,201,52.121
3127,631,209.021
3128,804,457.607
3129,893,700.5
3130,942,906.855
3131,967,1054.491
3132,601,1038.664
3133,633,1052.132
3134,968,1063.881
3135,948,921.835
3136,902,719.899
3137,660,441.257
3138,692,231.418
3139,302,55.423
3140,0,38
3141,0,38
3142,0,38
3143,0,38
3144,0,38
3145,0,38
3146,0,38
3147,0,38
3148,0,38
3149,0,38
3150,193,52.961
3151,589,207.494
3152,749,445.808
3153,842,685.55
3154,887,880.443
3155,592,954.923
3156,934,1099.662
3157,936,1101.745
3158,924,1030.344
3159,866,886.195
3160,803,688.376
3161,702,453.689
3162,523,219.439
3163,156,58.86
3164,0,38
3165,0,38
3166,0,38
3167,0,38
3168,0,38
3169,0,38
3170,0,38
3171,0,38
3172,0,38
3173,0,38
3174,83,56.531
3175,423,197.824
3176,619,424.811
3177,741,654.912
3178,818,856.14
3179,862,1002.728
3180,904,1082.164
3181,915,1090.182
3182,911,1023.71
3183,140,549.32
3184,139,438.1
3185,134,304.962
3186,390,204.713
3187,234,58.059
3188,0,38
3189,0,38
3190,0,38
3191,0,38
3192,0,38
3193,0,38
3194,0,38
3195,0,38
3196,0,38
3197,0,38
3198,9,56.967
3199,171,172.597
3200,177,309.011
3201,128,421.928
3202,24,348.193
3203,395,827.867
3204,240,787.419
3205,281,827.413
3206,261,758.838
3207,726,842.561
3208,440,581.961
3209,514,411.008
3210,63,155.508
3211,0,58.861
3212,0,38
3213,0,38
3214,0,38
3215,0,38
3216,0,38
3217,0,38
3218,0,38
3219,0,38
3220,0,38
3221,0,38
3222,119,55.697
3223,497,201.008
3224,683,429.422
3225,747,659.426
3226,608,815.653
3227,579,925.582
3228,611,1042.185
3229,259,812.117
3230,467,918.079
3231,881,881.201
3232,489,597.921
3233,757,463.258
3234,578,223.71
3235,221,59.841
3236,0,38
3237,0,38
3238,0,38
3239,0,38
3240,0,38
3241,0,38
3242,0,38
3243,0,38
3244,0,38
3245,0,38
3246,223,55.525
3247,646,213.588
3248,813,459.389
3249,895,698.624
3250,943,901.295
3251,970,1047.977
3252,985,1127.037
3253,983,1128.26
3254,968,1055.584
3255,153,573.894
3256,895,713.232
3257,0,62.66
3258,134,174.253
3259,32,61.907
3260,0,38
3261,0,38
3262,0,38
3263,0,38
3264,0,38
3265,0,38
3266,0,38
3267,0,38
3268,0,38
3269,0,38
3270,0,47.462
3271,0,96.757
3272,714,430.759
3273,564,610.346
3274,117,525.395
3275,40,470.291
3276,357,865.185
3277,922,1091.959
3278,903,1019.428
3279,59,455.997
3280,0,56.995
3281,713,456.265
3282,549,223.249
3283,186,62.037
3284,0,38
3285,0,38
3286,0,38
3287,0,38
3288,0,38
3289,0,38
3290,0,38
3291,0,38
3292,0,38
3293,0,38
3294,114,58.89
3295,0,90.212
3296,91,271.415
3297,154,441.421
3298,653,830.031
3299,392,826.267
3300,399,939.291
3301,438,883.341
3302,73,533.251
3303,582,821.016
3304,0,56.045
3305,11,198.145
3306,0,71.181
3307,0,44.619
3308,0,38
3309,0,38
3310,0,38
3311,0,38
3312,0,38
3313,0,38
3314,0,38
3315,0,38
3316,0,38
3317,0,38
3318,168,58.089
3319,545,207.742
3320,724,439.838
3321,824,673.291
3322,884,870.837
3323,920,1015.189
3324,453,920.918
3325,946,1097.909
3326,936,1028.564
3327,910,890.979
3328,868,698.965
3329,792,468.607
3330,644,228.24
3331,293,59.671
3332,0,38
3333,0,38
3334,0,38
3335,0,38
3336,0,38
3337,0,38
3338,0,38
3339,0,38
3340,0,38
3341,0,38
3342,237,56.301
3343,627,211.823
3344,792,452.676
3345,878,687.197
3346,928,887.737
3347,956,1031.944
3348,972,1109.847
3349,975,1114.161
3350,966,1044.086
3351,933,903.49
3352,888,708.941
3353,810,475.786
3354,660,232.932
3355,311,60.578
3356,0,38
3357,0,38
3358,0,38
3359,0,38
3360,0,38
3361,0,38
3362,0,38
3363,0,38
3364,0,38
3365,0,38
3366,290,56.297
3367,675,219.718
3368,832,465.433
3369,914,705.584
3370,959,907.084
3371,983,1052.287
3372,993,1127.99
3373,992,1129.46
3374,981,1058.673
3375,950,916.145
3376,898,717.473
3377,818,481.598
3378,504,222.984
3379,251,62.413
3380,0,38
3381,0,38
3382,0,38
3383,0,38
3384,0,38
3385,0,38
3386,0,38
3387,0,38
3388,0,38
3389,0,38
3390,347,55.39
3391,717,220.929
3392,860,467.012
3393,930,704.302
3394,710,844.849
3395,991,1048.003
3396,997,1124.339
3397,1000,1128.85
3398,993,1059.41
3399,965,919.144
3400,925,723.02
3401,855,487.962
3402,720,241.211
3403,388,59.583
3404,0,38
3405,0,38
3406,0,38
3407,0,38
3408,0,38
3409,0,38
3410,0,38
3411,0,38
3412,0,38
3413,0,38
3414,272,58.077
3415,656,217.532
3416,816,461.465
3417,899,699.526
3418,947,901.55
3419,976,1048.688
3420,990,1126.828
3421,993,1132.4
3422,984,1061.771
3423,969,924.305
3424,931,728.05
3425,861,491.989
3426,725,243.783
3427,390,60.475
3428,0,38
3429,0,38
3430,0,38
3431,0,38
3432,0,38
3433,0,38
3434,0,38
3435,0,38
3436,0,38
3437,0,38
3438,348,56.242
3439,713,224.18
3440,862,472.53
3441,938,712.68
3442,981,915.135
3443,1005,1061.752
3444,1009,1135.985
3445,1005,1135.785
3446,993,1063.795
3447,949,918.006
3448,901,719.844
3449,824,485.34
3450,684,240.883
3451,356,61.352
3452,0,38
3453,0,38
3454,0,38
3455,0,38
3456,0,38
3457,0,38
3458,0,38
3459,0,38
3460,0,38
3461,0,38
3462,316,58.041
3463,690,223.739
3464,843,468.466
3465,923,708.888
3466,969,910.066
3467,996,1056.894
3468,1009,1133.393
3469,1006,1134.285
3470,992,1061.561
3471,972,922.564
3472,927,725.851
3473,850,489.257
3474,709,244.489
3475,378,61.317
3476,0,38
3477,0,38
3478,0,38
3479,0,38
3480,0,38
3481,0,38
3482,0,38
3483,0,38
3484,0,38
3485,0,38
3486,273,59.88
3487,660,221.096
3488,822,467.335
3489,908,707.017
3490,957,909.963
3491,984,1056.257
3492,996,1132.951
3493,996,1135.87
3494,986,1065.713
3495,957,924.386
3496,912,727.34
3497,835,491.021
3498,694,245.043
3499,353,63.139
3500,0,38
3501,0,38
3502,0,38
3503,0,38
3504,0,38
3505,0,38
3506,0,38
3507,0,38
3508,0,38
3509,0,38
3510,272,58.901
3511,641,217.456
3512,799,459.408
3513,886,694.773
3514,937,896.443
3515,966,1042.084
3516,981,1119.588
3517,986,1125.532
3518,976,1056.161
3519,952,918.306
3520,905,722.062
3521,827,487.943
3522,680,243.596
3523,338,63.982
3524,0,38
3525,0,38
3526,0,38
3527,0,38
3528,0,38
3529,0,38
3530,0,38
3531,0,38
3532,0,38
3533,0,38
3534,280,59.829
3535,651,219.24
3536,809,461.341
3537,895,698.98
3538,945,901.263
3539,975,1048.756
3540,993,1129.833
3541,996,1134.951
3542,987,1067.121
3543,957,927.341
3544,913,730.448
3545,837,495.782
3546,696,248.522
3547,367,64.857
3548,0,38
3549,0,38
3550,0,38
3551,0,38
3552,0,38
3553,0,38
3554,0,38
3555,0,38
3556,0,38
3557,0,38
3558,318,57.948
3559,678,218.298
